landmark0_x,landmark0_y,landmark0_z,landmark1_x,landmark1_y,landmark1_z,landmark2_x,landmark2_y,landmark2_z,landmark3_x,landmark3_y,landmark3_z,landmark4_x,landmark4_y,landmark4_z,landmark5_x,landmark5_y,landmark5_z,landmark6_x,landmark6_y,landmark6_z,landmark7_x,landmark7_y,landmark7_z,landmark8_x,landmark8_y,landmark8_z,landmark9_x,landmark9_y,landmark9_z,landmark10_x,landmark10_y,landmark10_z,landmark11_x,landmark11_y,landmark11_z,landmark12_x,landmark12_y,landmark12_z,landmark13_x,landmark13_y,landmark13_z,landmark14_x,landmark14_y,landmark14_z,landmark15_x,landmark15_y,landmark15_z,landmark16_x,landmark16_y,landmark16_z,landmark17_x,landmark17_y,landmark17_z,landmark18_x,landmark18_y,landmark18_z,landmark19_x,landmark19_y,landmark19_z,landmark20_x,landmark20_y,landmark20_z,landmark21_x,landmark21_y,landmark21_z,landmark22_x,landmark22_y,landmark22_z,landmark23_x,landmark23_y,landmark23_z,landmark24_x,landmark24_y,landmark24_z,landmark25_x,landmark25_y,landmark25_z,landmark26_x,landmark26_y,landmark26_z,landmark27_x,landmark27_y,landmark27_z,landmark28_x,landmark28_y,landmark28_z,landmark29_x,landmark29_y,landmark29_z,landmark30_x,landmark30_y,landmark30_z,landmark31_x,landmark31_y,landmark31_z,landmark32_x,landmark32_y,landmark32_z,angle,label
-0.6620175838470459,0.0656348466873169,-0.0487350970506668,-0.68833327293396,0.0398862212896347,-0.0639085099101066,-0.6887509226799011,0.039648413658142,-0.0634066313505172,-0.689113974571228,0.0400090031325817,-0.06341452896595,-0.6919036507606506,0.0439710617065429,-0.0346140265464782,-0.6930060386657715,0.0435334183275699,-0.0352803990244865,-0.6942582130432129,0.0438673309981823,-0.0348193123936653,-0.6306324005126953,-0.044600810855627,-0.0845406875014305,-0.656245768070221,-0.0188067443668842,0.0360976047813892,-0.621788501739502,0.0374138131737709,-0.0524142086505889,-0.6266926527023315,0.044858381152153,-0.0183854270726442,-0.4675107598304748,-0.0097629912197589,-0.163771316409111,-0.4788388907909393,-0.0162873864173889,0.1493767350912094,-0.5296403765678406,0.2573757767677307,-0.1838440150022506,-0.5395578742027283,0.2233078181743621,0.1919824630022049,-0.7379549741744995,0.2842081487178802,-0.1214898601174354,-0.7306268215179443,0.2585287094116211,0.1566876322031021,-0.792762279510498,0.2890875935554504,-0.1531567871570587,-0.7887768149375916,0.2461065053939819,0.1553660184144973,-0.801853597164154,0.2469624876976013,-0.1483340263366699,-0.8048828840255737,0.2177412509918213,0.1521945744752884,-0.7496210932731628,0.2678273022174835,-0.1186298057436943,-0.7452912330627441,0.2439258843660354,0.1488132178783416,-0.0024758607614785,-0.0076420092955231,-0.0945940762758255,0.0017255595885217,0.0080785769969224,0.0958563610911369,0.3917054235935211,0.1013792604207992,-0.0673936158418655,0.3868043124675751,0.0836837515234947,0.0990764796733856,0.7540732622146606,0.0941311940550804,-0.033869981765747,0.77031010389328,0.1059367284178733,0.1394173502922058,0.7984511256217957,0.0932280793786048,-0.035428125411272,0.8162083625793457,0.1184146776795387,0.1390701383352279,0.8173996210098267,0.1802514791488647,-0.1092475056648254,0.8094702959060669,0.2138514518737793,0.0658235475420951,125.56216103391178,GOOD
-0.6619792580604553,0.0680205449461937,-0.0516928508877754,-0.6882980465888977,0.0422206968069076,-0.0678761228919029,-0.6887153387069702,0.042023304849863,-0.0673795863986015,-0.6890757083892822,0.0423624403774738,-0.0673810094594955,-0.6918541789054871,0.045714970678091,-0.0379287935793399,-0.6929560899734497,0.0452941954135894,-0.0386032238602638,-0.6942052245140076,0.0456178337335586,-0.0381705723702907,-0.6304174661636353,-0.0422013700008392,-0.0927697047591209,-0.6559944152832031,-0.0188176874071359,0.030875826254487,-0.6217613220214844,0.0400881618261337,-0.0571385808289051,-0.6266692876815796,0.0466466285288333,-0.0220602676272392,-0.4672872722148895,-0.0096700014546513,-0.1683022230863571,-0.4797210693359375,-0.0123593267053365,0.1426160633563995,-0.5295198559761047,0.2569095194339752,-0.1894807815551757,-0.5411801338195801,0.2308747470378875,0.1876501888036728,-0.7366815805435181,0.2847699820995331,-0.1384825557470321,-0.7302405834197998,0.2638536095619201,0.1505379974842071,-0.7901974320411682,0.2893991470336914,-0.1731401085853576,-0.787470817565918,0.2500383257865906,0.1479047685861587,-0.7997738718986511,0.2490673661231994,-0.167634978890419,-0.8040029406547546,0.2216168195009231,0.1444868892431259,-0.7483198046684265,0.2689929604530334,-0.1362015604972839,-0.7447565197944641,0.2488285601139068,0.1425754427909851,-0.000455262052128,-0.0085709001868963,-0.0946053192019462,-0.000288590643322,0.0089957313612103,0.0958613157272338,0.3911503255367279,0.1069769561290741,-0.0676204115152359,0.333561897277832,0.0955129712820053,0.1042985990643501,0.7490329742431641,0.1098825633525848,-0.0339176952838897,0.6902953386306763,0.1270925551652908,0.1555853337049484,0.7927876710891724,0.1108438521623611,-0.0354920290410518,0.7338460683822632,0.1403600126504898,0.1566044986248016,0.8156296610832214,0.195028930902481,-0.1100801154971122,0.7336267828941345,0.2256103903055191,0.0921397432684898,125.39504942355032,GOOD
-0.6595494747161865,0.0678061470389366,-0.0665500238537788,-0.6866661906242371,0.0418340787291526,-0.0807479992508888,-0.6870952248573303,0.0416415855288505,-0.0802337527275085,-0.6874586939811707,0.0419762767851352,-0.0802398175001144,-0.6907536387443542,0.0457268953323364,-0.0518666915595531,-0.6918403506278992,0.0453059636056423,-0.0525847785174846,-0.693082869052887,0.045625876635313,-0.0521063506603241,-0.6301901936531067,-0.0441887490451335,-0.0963238179683685,-0.6565268635749817,-0.0173318050801754,0.0224323365837335,-0.6199316382408142,0.0394175350666046,-0.0686267241835594,-0.6256065368652344,0.0466672219336032,-0.0349007062613964,-0.4675178527832031,-0.0096747716888785,-0.1718638688325882,-0.4828887283802032,-0.0125701390206813,0.1393940150737762,-0.5300944447517395,0.2535057961940765,-0.1977789402008056,-0.54096519947052,0.2249926030635833,0.1834461688995361,-0.7371042966842651,0.2847707569599151,-0.1488770842552185,-0.7275545001029968,0.2600870430469513,0.1368927210569381,-0.7910750508308411,0.2893979251384735,-0.1844407469034195,-0.7849968671798706,0.2473091185092926,0.1310472339391708,-0.8016473650932312,0.2496932446956634,-0.1765917390584945,-0.802446722984314,0.2198233306407928,0.1258996129035949,-0.7492386698722839,0.2691687643527984,-0.1460752487182617,-0.7422513365745544,0.2457957714796066,0.1278439164161682,0.0005190373631194,-0.0085150236263871,-0.0950786769390106,-0.0012406327296048,0.0089368103072047,0.0962866246700286,0.3848723471164703,0.110006459057331,-0.0694141834974289,0.3214552998542785,0.0971437692642211,0.1073722913861274,0.7392359972000122,0.1101556569337844,-0.0364798679947853,0.6804042458534241,0.1285531371831894,0.1607177108526229,0.7827281951904297,0.1104631125926971,-0.0381097793579101,0.7248501777648926,0.1414093375205993,0.1619655340909958,0.8156028985977173,0.1957272589206695,-0.1103022322058677,0.7333865165710449,0.226156011223793,0.1021950542926788,125.00284506609668,GOOD
-0.6587920188903809,0.0676061734557151,-0.0668222904205322,-0.686015248298645,0.0416571162641048,-0.0812508985400199,-0.6864416599273682,0.0414687879383564,-0.0807428210973739,-0.6868118047714233,0.0418033376336097,-0.0807330384850502,-0.6902100443840027,0.0457121357321739,-0.052339881658554,-0.6912962794303894,0.0452912598848342,-0.0530428737401962,-0.6925378441810608,0.0456112623214721,-0.0525803714990615,-0.6299799084663391,-0.0444639846682548,-0.0968299284577369,-0.6565290093421936,-0.0171946585178375,0.0213944874703884,-0.6193597316741943,0.0391271077096462,-0.0692560747265815,-0.625195324420929,0.0466420799493789,-0.035497523844242,-0.4675263464450836,-0.0096990596503019,-0.1724740266799926,-0.4831458032131195,-0.0123106399551033,0.138733372092247,-0.5293729305267334,0.2538941204547882,-0.1976786851882934,-0.5392069816589355,0.2257769852876663,0.1835252195596695,-0.736473798751831,0.2849931120872497,-0.1477144509553909,-0.7252481579780579,0.2609478533267975,0.1377121806144714,-0.7897425889968872,0.289578378200531,-0.1830103099346161,-0.7819097638130188,0.248764619231224,0.1324453800916671,-0.800384521484375,0.2503181993961334,-0.1754934042692184,-0.8000332713127136,0.2217084318399429,0.1274874359369278,-0.7485275864601135,0.2694988846778869,-0.1449236273765564,-0.7400432229042053,0.2467700690031051,0.1287810355424881,0.0008083730353973,-0.0089031159877777,-0.0950760766863823,-0.0015218877233564,0.009318197146058,0.0962826833128929,0.3846379816532135,0.1098286360502243,-0.0695565715432167,0.3314144611358642,0.0990537106990814,0.108446255326271,0.7384156584739685,0.1099331304430961,-0.0366344228386879,0.694942831993103,0.1270664185285568,0.1622802019119262,0.7817778587341309,0.1099499315023422,-0.0382159426808357,0.7395154237747192,0.1408081501722335,0.1635099351406097,0.8161037564277649,0.193147987127304,-0.1103961244225502,0.7466326951980591,0.2198360413312912,0.1023713573813438,124.58646893846904,GOOD
-0.6585782170295715,0.0674276128411293,-0.0660358741879463,-0.6858218312263489,0.041414801031351,-0.0806658640503883,-0.6862455010414124,0.0412271060049533,-0.0801611989736557,-0.6866212487220764,0.041564792394638,-0.0801441669464111,-0.6900852918624878,0.0456656143069267,-0.0516815222799778,-0.6911741495132446,0.0452435687184333,-0.0523738116025924,-0.6924156546592712,0.0455656349658966,-0.0519129671156406,-0.6299357414245605,-0.0449265092611312,-0.0965085551142692,-0.6566793322563171,-0.0171853303909301,0.0217705946415662,-0.619202196598053,0.0388586744666099,-0.0686779096722602,-0.6251243352890015,0.0466131456196308,-0.0348575711250305,-0.4675622880458832,-0.0097034089267253,-0.172356516122818,-0.4831182062625885,-0.0124293155968189,0.1389529258012771,-0.5285446047782898,0.2553921639919281,-0.1966864764690399,-0.5366505980491638,0.2260688096284866,0.1855679750442505,-0.736366868019104,0.2849449813365936,-0.1361690163612365,-0.7236540913581848,0.2609957754611969,0.1439770311117172,-0.7891477346420288,0.2895305156707763,-0.168206438422203,-0.779413640499115,0.2490931898355484,0.1395255774259567,-0.7993972301483154,0.2502515912055969,-0.1629450023174286,-0.7974371910095215,0.2220364212989807,0.1360426843166351,-0.7482163906097412,0.2693829834461212,-0.1336094439029693,-0.738353967666626,0.2468170672655105,0.1357513666152954,0.0007596453651785,-0.0090483119711279,-0.0950760915875434,-0.0014731225091964,0.009469885379076,0.096282958984375,0.3840731978416443,0.1100328490138053,-0.0696916580200195,0.3328205049037933,0.0995960384607315,0.1082556545734405,0.7377851605415344,0.1081167086958885,-0.0367406234145164,0.7008479237556458,0.1251785457134246,0.1613885015249252,0.7811557650566101,0.1072264313697815,-0.0382673107087612,0.7457019686698914,0.1371352225542068,0.1624986976385116,0.8161643743515015,0.1903399229049682,-0.1102648004889488,0.7547574639320374,0.2158041000366211,0.0999114364385604,124.19565118452768,GOOD
-0.6588674187660217,0.0689595714211463,-0.0610510595142841,-0.686045229434967,0.0430305041372776,-0.0765562951564788,-0.6864721179008484,0.0428172089159488,-0.0760449990630149,-0.6868459582328796,0.0431755259633064,-0.0760380253195762,-0.6901887655258179,0.0471005663275718,-0.0471831671893596,-0.6912769079208374,0.0466704033315181,-0.0478631034493446,-0.6925225257873535,0.0470045432448387,-0.0473775789141655,-0.6301426291465759,-0.0429650768637657,-0.094603382050991,-0.6566744446754456,-0.0166328288614749,0.0248307809233665,-0.6195357441902161,0.0403603352606296,-0.0644980669021606,-0.6252716779708862,0.0478941798210144,-0.0302194952964782,-0.4675734341144562,-0.0091630108654499,-0.1711633205413818,-0.4830800592899322,-0.0124976653605699,0.1408566534519195,-0.5237438082695007,0.2557486593723297,-0.1937429159879684,-0.5366564393043518,0.2260220795869827,0.187278538942337,-0.7322462201118469,0.2852775454521179,-0.1335187703371048,-0.7247925400733948,0.2646835446357727,0.1463683545589447,-0.7856758236885071,0.2898533940315246,-0.1652158945798874,-0.7813001871109009,0.253628134727478,0.1430304944515228,-0.7966011762619019,0.2502352595329284,-0.1604766100645065,-0.7992416620254517,0.2263142168521881,0.1389826089143753,-0.7447980642318726,0.2695378065109253,-0.130948781967163,-0.7396961450576782,0.2506460547447204,0.1380141079425811,-0.000256375351455,-0.0091378707438707,-0.0950250178575515,-0.0004626449663192,0.009565838612616,0.0962387844920158,0.3844179511070251,0.1093964502215385,-0.0695788860321044,0.3636203706264496,0.0981807708740234,0.1039415448904037,0.7403855323791504,0.1080196276307106,-0.0365486219525337,0.7479150295257568,0.1255629658699035,0.1472621709108352,0.7841193675994873,0.1076008975505828,-0.0381278917193412,0.7935084700584412,0.1385178714990615,0.1467964500188827,0.8159317970275879,0.1933980733156204,-0.1103089302778244,0.784619152545929,0.2282807379961013,0.0768468007445335,123.87045181437344,GOOD
-0.6584189534187317,0.0705195814371109,-0.0607444010674953,-0.6856405138969421,0.0448319725692272,-0.0762714520096778,-0.686071515083313,0.0446027182042598,-0.0757608041167259,-0.6864432096481323,0.0449666306376457,-0.0757533758878707,-0.6895886659622192,0.0492268688976764,-0.0468793883919715,-0.6906681060791016,0.0487939044833183,-0.0475584305822849,-0.6919166445732117,0.049126099795103,-0.0470751747488975,-0.6300151944160461,-0.0410986468195915,-0.0944530218839645,-0.6558884978294373,-0.0139678819105029,0.0250160098075866,-0.6192312240600586,0.0417398363351821,-0.0642548352479934,-0.6247395277023315,0.0496654212474823,-0.0299594178795814,-0.4672428667545318,-0.0085018007084727,-0.1714847981929779,-0.4830088019371032,-0.0120704276487231,0.1409780979156494,-0.5212410688400269,0.2564386129379272,-0.1966834515333175,-0.5366672873497009,0.2258829325437545,0.1873070448637008,-0.7309039235115051,0.2871944904327392,-0.1441427916288375,-0.7250493168830872,0.2657451927661896,0.1448576301336288,-0.7851738333702087,0.2916562557220459,-0.1773548424243927,-0.781898558139801,0.2551237940788269,0.1413071751594543,-0.7965515851974487,0.2514554262161255,-0.1720269173383712,-0.8003483414649963,0.2274660468101501,0.1364323496818542,-0.7440466284751892,0.2713596522808075,-0.1415875256061554,-0.7401689887046814,0.2517023384571075,0.136146068572998,-0.0006073077674955,-0.0091423206031322,-0.0951864421367645,-0.0001107308853534,0.0095701469108462,0.0964037403464317,0.3849989771842956,0.1093422174453735,-0.0698778852820396,0.3719276785850525,0.0978769585490226,0.1039229556918144,0.7428170442581177,0.1078206971287727,-0.0372777134180069,0.7576524615287781,0.1250965893268585,0.1466139405965805,0.7867688536643982,0.1072117835283279,-0.0389092043042182,0.8035248517990112,0.1379583775997162,0.1459752023220062,0.8180995583534241,0.1929684281349182,-0.1115492135286331,0.7982607483863831,0.2275986820459365,0.0754369050264358,123.72810056795372,GOOD
-0.6576617360115051,0.0704344138503074,-0.0588714443147182,-0.6850855946540833,0.0447762124240398,-0.0745307132601738,-0.6855185627937317,0.0445472411811351,-0.0740217044949531,-0.6858922243118286,0.0449105873703956,-0.0740087181329727,-0.6890131235122681,0.0491945520043373,-0.0451624207198619,-0.6900907158851624,0.0487617291510105,-0.0458404272794723,-0.691340446472168,0.0490932650864124,-0.0453683957457542,-0.6299167275428772,-0.0411701686680316,-0.0931572765111923,-0.6557948589324951,-0.0142661929130554,0.026027487590909,-0.6186712980270386,0.0415350943803787,-0.0625077113509178,-0.624146044254303,0.049435980618,-0.0282699596136808,-0.4672556221485138,-0.008598918095231,-0.171008363366127,-0.4831612408161163,-0.0148275513201951,0.1419823169708252,-0.5211349129676819,0.2561439573764801,-0.1964442729949951,-0.5375341773033142,0.2185153365135193,0.1882894337177276,-0.7301178574562073,0.2875548005104065,-0.1438779681921005,-0.7253132462501526,0.2629749774932861,0.1449523270130157,-0.7845955491065979,0.292283684015274,-0.1771317720413208,-0.7821739912033081,0.2530107200145721,0.1414053738117218,-0.7962795495986938,0.252030462026596,-0.171742781996727,-0.8006531000137329,0.2257692515850067,0.1365647464990615,-0.7434616088867188,0.2717653512954712,-0.1414231359958648,-0.7404729127883911,0.2493262887001037,0.1362156867980957,-0.0007078156340867,-0.0087015936151146,-0.0952432602643966,-9.778703315532766e-06,0.0091322865337133,0.0964647978544235,0.3843524158000946,0.1092720329761505,-0.0698728561401367,0.3718657493591308,0.0956595763564109,0.1039053946733474,0.7423068881034851,0.1074219271540641,-0.0372751504182815,0.7560358643531799,0.1227733269333839,0.1463702917098999,0.7862693667411804,0.1068029701709747,-0.0389088653028011,0.8017957806587219,0.1356346607208252,0.145782396197319,0.8155314922332764,0.1930271685123443,-0.111587643623352,0.7974039316177368,0.226376861333847,0.0754920318722724,123.80757563847172,GOOD
-0.6576396822929382,0.0702520310878753,-0.0539944618940353,-0.6850495338439941,0.0446930937469005,-0.0709007754921913,-0.685482382774353,0.0444633588194847,-0.070397138595581,-0.6858577132225037,0.0448277629911899,-0.0703606382012367,-0.6889162659645081,0.0487743914127349,-0.0410901941359043,-0.6899954676628113,0.0483368262648582,-0.0417424328625202,-0.6912468075752258,0.0486769527196884,-0.0412671454250812,-0.6299068927764893,-0.0412187464535236,-0.0925360396504402,-0.6555906534194946,-0.0170966777950525,0.0277865417301654,-0.6186620593070984,0.0413540229201316,-0.0589193142950534,-0.6241020560264587,0.0487096533179283,-0.0241783708333969,-0.4670272767543793,-0.0091904113069176,-0.1702738851308822,-0.4830294549465179,-0.0184344183653593,0.1425135433673858,-0.5160183906555176,0.2561550736427307,-0.1924689263105392,-0.5362454056739807,0.2134789228439331,0.1902593374252319,-0.7246638536453247,0.2873447239398956,-0.1343147903680801,-0.7250902056694031,0.2579978406429291,0.1515046656131744,-0.7788238525390625,0.2921034097671509,-0.1655400544404983,-0.7818989753723145,0.247886911034584,0.1491669267416,-0.7907669544219971,0.2512542903423309,-0.1615962237119674,-0.8002418279647827,0.2207355201244354,0.1446298211812973,-0.7381940484046936,0.2713301181793213,-0.1318746507167816,-0.7402654886245728,0.2443487346172332,0.1431546360254287,-0.0007921547512523,-0.0085079250857234,-0.0951234027743339,7.402748451568186e-05,0.008945720270276,0.0963547751307487,0.3855412900447845,0.1092068552970886,-0.0697930008172988,0.3751874566078186,0.0947076976299285,0.1029906421899795,0.7440288662910461,0.1052316948771476,-0.0372834987938404,0.7590527534484863,0.1214794516563415,0.1440000534057617,0.7880359292030334,0.104109987616539,-0.0389129854738712,0.804780900478363,0.1343372762203216,0.1434822678565979,0.817260205745697,0.18939870595932,-0.1113124415278434,0.8016718029975891,0.2257522344589233,0.0741352066397667,123.94689492344314,GOOD
-0.6576341390609741,0.0688507184386253,-0.0473195016384124,-0.6850413084030151,0.0437317937612533,-0.0652994513511657,-0.6854738593101501,0.0435006059706211,-0.064808964729309,-0.6858500838279724,0.0438764430582523,-0.0647495687007904,-0.6889024972915649,0.0471993200480937,-0.0353820584714412,-0.6899839043617249,0.0467419661581516,-0.035977903753519,-0.6912352442741394,0.0471187978982925,-0.0354948863387107,-0.6300684809684753,-0.0419951416552066,-0.0895843133330345,-0.655694305896759,-0.0209045726805925,0.0311541203409433,-0.6186975836753845,0.0398405119776725,-0.0528259761631488,-0.6241178512573242,0.0463820584118366,-0.0180892776697874,-0.467171162366867,-0.0096995113417506,-0.1676333844661712,-0.4830061793327331,-0.0245856884866952,0.1448972374200821,-0.5148960947990417,0.2570420205593109,-0.1802120059728622,-0.5341392159461975,0.2041904628276825,0.1991941928863525,-0.7247490882873535,0.2873381078243255,-0.1011023744940757,-0.7249293923377991,0.253448486328125,0.1762098670005798,-0.7783865332603455,0.2922719120979309,-0.1272064596414566,-0.7808120846748352,0.2452850490808487,0.1777991503477096,-0.7897496819496155,0.2512554824352264,-0.1253954470157623,-0.7985662817955017,0.2191472500562667,0.1742734014987945,-0.7381778955459595,0.2712719142436981,-0.0984664857387542,-0.7400067448616028,0.2405178993940353,0.1689388900995254,-0.0009550933027639,-0.0083196954801678,-0.0941528528928756,0.0002342146763112,0.0087692160159349,0.095438651740551,0.3865312933921814,0.1088306382298469,-0.0682101398706436,0.3808573484420776,0.0944436565041542,0.0997990742325782,0.7442880868911743,0.104541428387165,-0.0343513414263725,0.7665099501609802,0.1210284978151321,0.1389498561620712,0.7881907224655151,0.1032700836658477,-0.0352781452238559,0.8122046589851379,0.1338383257389068,0.1386031657457351,0.8172697424888611,0.1863235682249069,-0.1005878970026969,0.8089296221733093,0.2257488816976547,0.0717948526144027,124.1170826217122,GOOD
